stem_path,match_key,score,tags
/Volumes/T7 Shield/3000AD/alldj_stem_separated/I'm Looking Through You_(Vocals).flac,i m looking through you ( ),0.918,nostalgic-hit; vocal-prominent; harmony-rich; rock-classic; timeless-classic; lifts-mood; warm-analog; sing-along-potential; steady; warm-up; short-intro; energy-sustainer; generational-bridge; emotional-depth; layer-friendly
/Volumes/T7 Shield/3000AD/alldj_stem_separated/I'm Gonna Be (500 Miles)_(Instrumental).flac,i'm gonna be (500 miles),1.000,rock-classic; timeless-classic; instant-impact; sing-along-potential; crowd-pleaser; generational-bridge; nostalgic-hit; vocal-prominent; steady; anchor-track; beatmatched-friendly; energy-injector; body-mover
/Volumes/T7 Shield/3000AD/alldj_stem_separated/I'm Looking Through You_(Instrumental).flac,i m looking through you ( ),0.918,nostalgic-hit; vocal-prominent; harmony-rich; rock-classic; timeless-classic; lifts-mood; warm-analog; sing-along-potential; steady; warm-up; short-intro; energy-sustainer; generational-bridge; emotional-depth; layer-friendly
/Volumes/T7 Shield/3000AD/alldj_stem_separated/I'm New Here_(Instrumental).flac,i'm new here,1.000,electronic-experimental; spoken-word; emotional-depth; minimal-space; interlude; needs-layering; layer-friendly; cultural-bridge; cool-down; bridge-element; stripped-down
/Volumes/T7 Shield/3000AD/alldj_stem_separated/I'm Not In Love_(Vocals).flac,i'm not in love,1.000,emotional-depth; textural-beauty; vocal-magic; retro-modern; slow-burn; sunrise; layer-friendly; atmospheric-wash; lush; pop-experimental; non-danceable-standalone; harmony-rich; emotional-crescendo
/Volumes/T7 Shield/3000AD/alldj_stem_separated/I'm Not In Love_(Instrumental).flac,i'm not in love,1.000,emotional-depth; textural-beauty; vocal-magic; retro-modern; slow-burn; sunrise; layer-friendly; atmospheric-wash; lush; pop-experimental; non-danceable-standalone; harmony-rich; emotional-crescendo
/Volumes/T7 Shield/3000AD/alldj_stem_separated/I'm Only Sleeping_(Vocals).flac,i m only sleeping ( ),0.908,rock-classic; slow-burn; nostalgic-hit; harmonic-surprise; vocal-magic; generational-bridge; emotional-depth; warm-analog; needs-layering; tempo-challenging; background-perfect; textural-beauty; timeless-classic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/I'm Only Sleeping_(Instrumental).flac,i m only sleeping ( ),0.908,rock-classic; slow-burn; nostalgic-hit; harmonic-surprise; vocal-magic; generational-bridge; emotional-depth; warm-analog; needs-layering; tempo-challenging; background-perfect; textural-beauty; timeless-classic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/I'm So Tired_(Vocals).flac,i m so tired ( ),0.893,rock-classic; emotional-depth; vocal-prominent; warm-analog; timeless-classic; nostalgic-hit; cool-down; palate-cleanser; adds-depth; head-nodder; layer-friendly; minimal-space; boomer-classic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/I'm So Tired_(Instrumental).flac,i m so tired ( ),0.893,rock-classic; emotional-depth; vocal-prominent; warm-analog; timeless-classic; nostalgic-hit; cool-down; palate-cleanser; adds-depth; head-nodder; layer-friendly; minimal-space; boomer-classic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Ice Melt_(Vocals).flac,ice melt,1.000,rock-indie; jazz-influenced; textural-beauty; atmospheric-wash; slow-burn; head-nodder; bridge-element; needs-layering; warm-analog; indie-cred; emotional-depth; hypnotic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Ice Melt_(Instrumental).flac,ice melt,1.000,rock-indie; jazz-influenced; textural-beauty; atmospheric-wash; slow-burn; head-nodder; bridge-element; needs-layering; warm-analog; indie-cred; emotional-depth; hypnotic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Icecream Lover_(Vocals).flac,icecream lover,1.000,lifts-mood; textural-beauty; melodic-overlay; transition-tool; retro-modern; warm-analog; lo-fi; indie-cred; head-nodder; energy-sustainer; tempo-flexible; loop-gold
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Icecream Lover_(Instrumental).flac,icecream lover,1.000,lifts-mood; textural-beauty; melodic-overlay; transition-tool; retro-modern; warm-analog; lo-fi; indie-cred; head-nodder; energy-sustainer; tempo-flexible; loop-gold
/Volumes/T7 Shield/3000AD/alldj_stem_separated/If I Fell_(Vocals).flac,if i fell ( ),0.837,rock-classic; emotional-depth; harmony-rich; vocal-magic; nostalgic-hit; timeless-classic; generational-bridge; slow-burn; clean-outro; warm-analog; melodic-overlay; sing-along-potential
/Volumes/T7 Shield/3000AD/alldj_stem_separated/If I Fell_(Instrumental).flac,if i fell ( ),0.837,rock-classic; emotional-depth; harmony-rich; vocal-magic; nostalgic-hit; timeless-classic; generational-bridge; slow-burn; clean-outro; warm-analog; melodic-overlay; sing-along-potential
/Volumes/T7 Shield/3000AD/alldj_stem_separated/If I Needed Someone (1)_(Vocals).flac,if i needed someone,1.000,rock-classic; vocal-prominent; harmony-rich; nostalgic-hit; boomer-classic; sing-along-potential; lifts-mood; steady; warm-analog; short-intro; head-nodder; timeless-classic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/If I Needed Someone_(Vocals).flac,if i needed someone,1.000,rock-classic; vocal-prominent; harmony-rich; nostalgic-hit; boomer-classic; sing-along-potential; lifts-mood; steady; warm-analog; short-intro; head-nodder; timeless-classic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/If I Needed Someone (1)_(Instrumental).flac,if i needed someone,1.000,rock-classic; vocal-prominent; harmony-rich; nostalgic-hit; boomer-classic; sing-along-potential; lifts-mood; steady; warm-analog; short-intro; head-nodder; timeless-classic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/If I Needed Someone_(Instrumental).flac,if i needed someone,1.000,rock-classic; vocal-prominent; harmony-rich; nostalgic-hit; boomer-classic; sing-along-potential; lifts-mood; steady; warm-analog; short-intro; head-nodder; timeless-classic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/If I Was a Folkstar_(Vocals).flac,if i was a folkstar,1.000,nostalgic-hit; textural-beauty; retro-modern; bridge-element; vocal-prominent; warm-up; layer-friendly; atmospheric-wash; lush; steady; genre-crossover; indie-cred; energy-sustainer
/Volumes/T7 Shield/3000AD/alldj_stem_separated/If I Was a Folkstar_(Instrumental).flac,if i was a folkstar,1.000,nostalgic-hit; textural-beauty; retro-modern; bridge-element; vocal-prominent; warm-up; layer-friendly; atmospheric-wash; lush; steady; genre-crossover; indie-cred; energy-sustainer
/Volumes/T7 Shield/3000AD/alldj_stem_separated/If You Know You Know_(Vocals).flac,if you know you know,1.000,hip-hop-conscious; instant-impact; vocal-prominent; gritty-texture; punchy-dynamics; head-nodder; attention-grabber; short-intro; loop-gold; rhythmic-foundation; energy-injector; contemporary-classic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/If You Know You Know_(Instrumental).flac,if you know you know,1.000,hip-hop-conscious; instant-impact; vocal-prominent; gritty-texture; punchy-dynamics; head-nodder; attention-grabber; short-intro; loop-gold; rhythmic-foundation; energy-injector; contemporary-classic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/IFTK_(Vocals).flac,iftk,1.000,nostalgic-hit; hip-hop-experimental; genre-crossover; vocal-prominent; instant-impact; body-mover; punchy-dynamics; energy-injector; drop-heavy; crowd-pleaser; mashup-ready; crisp-digital
/Volumes/T7 Shield/3000AD/alldj_stem_separated/IFTK_(Instrumental).flac,iftk,1.000,nostalgic-hit; hip-hop-experimental; genre-crossover; vocal-prominent; instant-impact; body-mover; punchy-dynamics; energy-injector; drop-heavy; crowd-pleaser; mashup-ready; crisp-digital
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Ignition_(Vocals).flac,ignition ( ),0.670,nostalgic-hit; vocal-magic; sophisticated-groove; crowd-pleaser; instant-dancefloor; mainstream-crossover; millennial-comfort; anchor-track; vocal-prominent; steady; warm-analog; sing-along-potential
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Ignition_(Instrumental).flac,ignition ( ),0.670,nostalgic-hit; vocal-magic; sophisticated-groove; crowd-pleaser; instant-dancefloor; mainstream-crossover; millennial-comfort; anchor-track; vocal-prominent; steady; warm-analog; sing-along-potential
/Volumes/T7 Shield/3000AD/alldj_stem_separated/II. Molto vivace_(Vocals).flac,ode to viceroy,0.221,nostalgic-hit; emotional-depth; rock-indie; retro-modern; warm-analog; lo-fi; vocal-prominent; slow-burn; head-nodder; melodic-overlay; energy-sustainer; background-perfect
/Volumes/T7 Shield/3000AD/alldj_stem_separated/II. Molto vivace_(Instrumental).flac,ode to viceroy,0.221,nostalgic-hit; emotional-depth; rock-indie; retro-modern; warm-analog; lo-fi; vocal-prominent; slow-burn; head-nodder; melodic-overlay; energy-sustainer; background-perfect
/Volumes/T7 Shield/3000AD/alldj_stem_separated/III. Clair de Lune_(Vocals).flac,clair de lune,0.847,emotional-depth; textural-beauty; slow-burn; instrumental; jazz-influenced; timeless-classic; sunrise; layer-friendly; atmospheric-wash; meditation-inducer; bridge-element; warm-analog
/Volumes/T7 Shield/3000AD/alldj_stem_separated/III. Clair de Lune_(Instrumental).flac,clair de lune,0.847,emotional-depth; textural-beauty; slow-burn; instrumental; jazz-influenced; timeless-classic; sunrise; layer-friendly; atmospheric-wash; meditation-inducer; bridge-element; warm-analog
/Volumes/T7 Shield/3000AD/alldj_stem_separated/ili_(Vocals).flac,ili,1.000,hip-hop-experimental; rhythmic-hypnosis; punchy-dynamics; drop-heavy; energy-injector; vocal-chopped; breakdown-rich; body-mover; mashup-ready; experimental; instant-impact; wildcard
/Volumes/T7 Shield/3000AD/alldj_stem_separated/ili_(Instrumental).flac,ili,1.000,hip-hop-experimental; rhythmic-hypnosis; punchy-dynamics; drop-heavy; energy-injector; vocal-chopped; breakdown-rich; body-mover; mashup-ready; experimental; instant-impact; wildcard
/Volumes/T7 Shield/3000AD/alldj_stem_separated/IM GONE_(Vocals).flac,im gone,1.000,electronic-dance; driving; instant-impact; punchy-dynamics; drop-heavy; energy-injector; peak-time; rhythmic-foundation; vocal-chopped; breakdown-rich; body-mover; genre-crossover
/Volumes/T7 Shield/3000AD/alldj_stem_separated/IM GONE_(Instrumental).flac,im gone,1.000,electronic-dance; driving; instant-impact; punchy-dynamics; drop-heavy; energy-injector; peak-time; rhythmic-foundation; vocal-chopped; breakdown-rich; body-mover; genre-crossover
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Imagine_(Vocals).flac,imagine ( ),0.661,nostalgic-hit; emotional-depth; vocal-magic; timeless-classic; boomer-classic; emotional-peak; slow-burn; non-danceable-standalone; finale; fade-outro; warm-analog; adds-depth
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Imagine_(Instrumental).flac,imagine ( ),0.661,nostalgic-hit; emotional-depth; vocal-magic; timeless-classic; boomer-classic; emotional-peak; slow-burn; non-danceable-standalone; finale; fade-outro; warm-analog; adds-depth
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Immigrant Song_(Vocals).flac,immigrant song ( ),0.800,rock-classic; instant-impact; boomer-classic; full-energy-start; vocal-magic; gritty-texture; energy-injector; warm-analog; sing-along-potential; driving; anchor-track; timeless-classic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Immigrant Song_(Instrumental).flac,immigrant song ( ),0.800,rock-classic; instant-impact; boomer-classic; full-energy-start; vocal-magic; gritty-texture; energy-injector; warm-analog; sing-along-potential; driving; anchor-track; timeless-classic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/In My Life_(Vocals).flac,my life,0.979,rock-indie; vintage-revival; nostalgic-hit; warm-analog; vocal-prominent; harmony-rich; slow-burn; warm-up; head-nodder; layer-friendly; generational-bridge; emotional-depth; sophisticated-groove; fade-outro
/Volumes/T7 Shield/3000AD/alldj_stem_separated/In Cold Blood (feat. Pusha T)_(Vocals).flac,in cold blood (,1.150,genre-crossover; hip-hop-experimental; instant-impact; punchy-dynamics; attention-grabber; vocal-prominent; rhythmic-foundation; breakdown-rich; loop-gold; creates-tension; indie-cred; contemporary-classic; energy-injector; mashup-ready
/Volumes/T7 Shield/3000AD/alldj_stem_separated/In Cold Blood (feat. Pusha T)_(Instrumental).flac,in cold blood (,1.150,genre-crossover; hip-hop-experimental; instant-impact; punchy-dynamics; attention-grabber; vocal-prominent; rhythmic-foundation; breakdown-rich; loop-gold; creates-tension; indie-cred; contemporary-classic; energy-injector; mashup-ready
/Volumes/T7 Shield/3000AD/alldj_stem_separated/In My Life_(Instrumental).flac,my life,0.979,rock-indie; vintage-revival; nostalgic-hit; warm-analog; vocal-prominent; harmony-rich; slow-burn; warm-up; head-nodder; layer-friendly; generational-bridge; emotional-depth; sophisticated-groove; fade-outro
/Volumes/T7 Shield/3000AD/alldj_stem_separated/In My Mind_(Vocals).flac,in my mind,1.000,electronic-dance; instant-impact; peak-time; instant-dancefloor; crowd-pleaser; vocal-chopped; rhythmic-foundation; drop-heavy; punchy-dynamics; mainstream-crossover; lifts-mood; breakdown-rich
/Volumes/T7 Shield/3000AD/alldj_stem_separated/In My Mind_(Instrumental).flac,in my mind,1.000,electronic-dance; instant-impact; peak-time; instant-dancefloor; crowd-pleaser; vocal-chopped; rhythmic-foundation; drop-heavy; punchy-dynamics; mainstream-crossover; lifts-mood; breakdown-rich
/Volumes/T7 Shield/3000AD/alldj_stem_separated/In My Room_(Vocals).flac,in my room ( ),0.683,nostalgic-hit; emotional-depth; vocal-magic; harmony-rich; timeless-classic; boomer-classic; warm-analog; sunrise; palate-cleanser; melodic-overlay; layer-friendly; non-danceable-standalone
/Volumes/T7 Shield/3000AD/alldj_stem_separated/In My Room_(Instrumental).flac,in my room ( ),0.683,nostalgic-hit; emotional-depth; vocal-magic; harmony-rich; timeless-classic; boomer-classic; warm-analog; sunrise; palate-cleanser; melodic-overlay; layer-friendly; non-danceable-standalone
/Volumes/T7 Shield/3000AD/alldj_stem_separated/In The Flowers_(Vocals).flac,in the flowers,1.000,rock-indie; electronic-experimental; slow-burn; contemporary-classic; breakdown-rich; textural-beauty; indie-cred; emotional-crescendo; atmospheric-wash; hands-up-moment; harmonic-surprise; tempo-challenging
/Volumes/T7 Shield/3000AD/alldj_stem_separated/In The Flowers_(Instrumental).flac,in the flowers,1.000,rock-indie; electronic-experimental; slow-burn; contemporary-classic; breakdown-rich; textural-beauty; indie-cred; emotional-crescendo; atmospheric-wash; hands-up-moment; harmonic-surprise; tempo-challenging
/Volumes/T7 Shield/3000AD/alldj_stem_separated/In The Middle_(Vocals).flac,in the middle,1.000,vocal-magic; harmony-rich; pop-sophisticated; indie-cred; lifts-mood; instant-impact; warm-up; layer-friendly; warm-analog; short-intro; head-nodder; sing-along-potential; wildcard
/Volumes/T7 Shield/3000AD/alldj_stem_separated/In The Middle_(Instrumental).flac,in the middle,1.000,vocal-magic; harmony-rich; pop-sophisticated; indie-cred; lifts-mood; instant-impact; warm-up; layer-friendly; warm-analog; short-intro; head-nodder; sing-along-potential; wildcard
/Volumes/T7 Shield/3000AD/alldj_stem_separated/In the Stone_(Vocals).flac,in the stone ( ),0.693,sophisticated-groove; vocal-magic; timeless-classic; instant-impact; body-mover; full-energy-start; generational-bridge; anchor-track; warm-analog; crowd-pleaser; rhythmic-foundation; punchy-dynamics
/Volumes/T7 Shield/3000AD/alldj_stem_separated/In the Stone_(Instrumental).flac,in the stone ( ),0.693,sophisticated-groove; vocal-magic; timeless-classic; instant-impact; body-mover; full-energy-start; generational-bridge; anchor-track; warm-analog; crowd-pleaser; rhythmic-foundation; punchy-dynamics
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Instant Destiny_(Vocals).flac,instant destiny,1.000,psychedelic-journey; euphoric-melody; sophisticated-groove; vocal-magic; retro-modern; lifts-mood; energy-sustainer; warm-up; layer-friendly; warm-analog; rock-psychedelic; fade-outro
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Instant Destiny_(Instrumental).flac,instant destiny,1.000,psychedelic-journey; euphoric-melody; sophisticated-groove; vocal-magic; retro-modern; lifts-mood; energy-sustainer; warm-up; layer-friendly; warm-analog; rock-psychedelic; fade-outro
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Intentions_(Vocals).flac,intentions,1.000,electronic-dance; vocal-prominent; body-mover; instant-dancefloor; euphoric-melody; rhythmic-foundation; breakdown-rich; punchy-dynamics; crowd-pleaser; peak-time; genre-crossover; energy-injector; beatmatched-friendly; key-adaptable
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Int'l Players Anthem (I Choose You)_(Vocals).flac,int'l players anthem (i choose you),1.000,nostalgic-hit; vocal-magic; retro-modern; long-intro; breakdown-rich; warm-analog; crowd-pleaser; head-nodder; sing-along-potential; mainstream-crossover; set-opener; energy-injector
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Int'l Players Anthem (I Choose You)_(Instrumental).flac,int'l players anthem (i choose you),1.000,nostalgic-hit; vocal-magic; retro-modern; long-intro; breakdown-rich; warm-analog; crowd-pleaser; head-nodder; sing-along-potential; mainstream-crossover; set-opener; energy-injector
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Intentions_(Instrumental).flac,intentions,1.000,electronic-dance; vocal-prominent; body-mover; instant-dancefloor; euphoric-melody; rhythmic-foundation; breakdown-rich; punchy-dynamics; crowd-pleaser; peak-time; genre-crossover; energy-injector; beatmatched-friendly; key-adaptable
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Iridescent_(Vocals).flac,iridescent,1.000,textural-beauty; emotional-depth; rhythmic-hypnosis; instrumental; electronic-ambient; atmospheric-wash; spacious-mix; meditation-inducer; slow-burn; sunrise; layer-friendly; hypnotic-builder
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Iridescent_(Instrumental).flac,iridescent,1.000,textural-beauty; emotional-depth; rhythmic-hypnosis; instrumental; electronic-ambient; atmospheric-wash; spacious-mix; meditation-inducer; slow-burn; sunrise; layer-friendly; hypnotic-builder
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Is This What You Wanted_(Vocals).flac,is this what you wanted,1.000,emotional-depth; vocal-magic; timeless-classic; warm-analog; slow-burn; comedown; layer-friendly; folk-modern; adds-depth; subtle-nuance; boomer-classic; vocal-prominent; bridge-element; needs-layering
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Isn't It a Pity_(Vocals).flac,isn t it a pity ( two ),0.766,rock-classic; emotional-depth; warm-analog; lush; timeless-classic; slow-burn; harmony-rich; adds-depth; non-danceable-standalone; sing-along-potential; remaster; boomer-classic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Is This What You Wanted_(Instrumental).flac,is this what you wanted,1.000,emotional-depth; vocal-magic; timeless-classic; warm-analog; slow-burn; comedown; layer-friendly; folk-modern; adds-depth; subtle-nuance; boomer-classic; vocal-prominent; bridge-element; needs-layering
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Isn't It a Pity_(Instrumental).flac,isn t it a pity ( two ),0.766,rock-classic; emotional-depth; warm-analog; lush; timeless-classic; slow-burn; harmony-rich; adds-depth; non-danceable-standalone; sing-along-potential; remaster; boomer-classic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Israelites_(Vocals).flac,israelites,1.000,nostalgic-hit; vocal-magic; rhythmic-foundation; vocal-prominent; timeless-classic; lifts-mood; warm-up; tempo-flexible; warm-analog; cultural-bridge; crowd-pleaser; sing-along-potential
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Israelites_(Instrumental).flac,israelites,1.000,nostalgic-hit; vocal-magic; rhythmic-foundation; vocal-prominent; timeless-classic; lifts-mood; warm-up; tempo-flexible; warm-analog; cultural-bridge; crowd-pleaser; sing-along-potential
/Volumes/T7 Shield/3000AD/alldj_stem_separated/It Ain't Over 'Til It's Over_(Vocals).flac,it ain't over 'til it's over,1.000,rock-classic; nostalgic-hit; vocal-magic; warm-analog; lush; timeless-classic; lifts-mood; cool-down; fade-outro; layer-friendly; generational-bridge; emotional-depth
/Volumes/T7 Shield/3000AD/alldj_stem_separated/It Ain't Over_(Vocals).flac,it ain't over,1.000,hip-hop-conscious; nostalgic-hit; vocal-magic; retro-modern; rhythmic-foundation; head-nodder; warm-analog; loop-gold; energy-sustainer; lifts-mood; sophisticated-groove; bridge-element
/Volumes/T7 Shield/3000AD/alldj_stem_separated/It Ain't Over 'Til It's Over_(Instrumental).flac,it ain't over 'til it's over,1.000,rock-classic; nostalgic-hit; vocal-magic; warm-analog; lush; timeless-classic; lifts-mood; cool-down; fade-outro; layer-friendly; generational-bridge; emotional-depth
/Volumes/T7 Shield/3000AD/alldj_stem_separated/It Ain't Over_(Instrumental).flac,it ain't over,1.000,hip-hop-conscious; nostalgic-hit; vocal-magic; retro-modern; rhythmic-foundation; head-nodder; warm-analog; loop-gold; energy-sustainer; lifts-mood; sophisticated-groove; bridge-element
/Volumes/T7 Shield/3000AD/alldj_stem_separated/It Is Not Meant To Be_(Vocals).flac,it is not meant to be,1.000,rock-indie; slow-burn; retro-modern; long-intro; warm-analog; indie-cred; emotional-depth; atmospheric-wash; head-nodder; rhythmic-hypnosis; layer-friendly; nostalgic-hit
/Volumes/T7 Shield/3000AD/alldj_stem_separated/It Is Not Meant To Be_(Instrumental).flac,it is not meant to be,1.000,rock-indie; slow-burn; retro-modern; long-intro; warm-analog; indie-cred; emotional-depth; atmospheric-wash; head-nodder; rhythmic-hypnosis; layer-friendly; nostalgic-hit
/Volumes/T7 Shield/3000AD/alldj_stem_separated/It Might Be Time_(Vocals).flac,it might be time,1.000,retro-modern; warm-analog; energy-weaver; harmony-rich; indie-cred; lush; driving; breakdown-rich; wildcard; nostalgic-hit; adds-depth
/Volumes/T7 Shield/3000AD/alldj_stem_separated/It Might Be Time_(Instrumental).flac,it might be time,1.000,retro-modern; warm-analog; energy-weaver; harmony-rich; indie-cred; lush; driving; breakdown-rich; wildcard; nostalgic-hit; adds-depth
/Volumes/T7 Shield/3000AD/alldj_stem_separated/It Won't Be Long_(Vocals).flac,it won t be long ( ),0.906,rock-classic; boomer-classic; nostalgic-hit; vocal-magic; harmony-rich; instant-impact; sing-along-potential; full-energy-start; body-mover; warm-analog; timeless-classic; crowd-pleaser
/Volumes/T7 Shield/3000AD/alldj_stem_separated/It Won't Be Long_(Instrumental).flac,it won t be long ( ),0.906,rock-classic; boomer-classic; nostalgic-hit; vocal-magic; harmony-rich; instant-impact; sing-along-potential; full-energy-start; body-mover; warm-analog; timeless-classic; crowd-pleaser
/Volumes/T7 Shield/3000AD/alldj_stem_separated/It's A Lovely Day Today_(Vocals).flac,it's a lovely day today,1.000,timeless-classic; vocal-prominent; warm-analog; boomer-classic; harmony-rich; lifts-mood; sophisticated-groove; cultural-moment; non-danceable-standalone; layer-friendly
/Volumes/T7 Shield/3000AD/alldj_stem_separated/It's Only Love_(Vocals).flac,it s only love ( ),0.860,rock-classic; nostalgic-hit; timeless-classic; vocal-magic; harmonic-surprise; lifts-mood; bridge-element; warm-up; warm-analog; key-adaptable; sing-along-potential; emotional-depth; crowd-pleaser
/Volumes/T7 Shield/3000AD/alldj_stem_separated/It's A Lovely Day Today_(Instrumental).flac,it's a lovely day today,1.000,timeless-classic; vocal-prominent; warm-analog; boomer-classic; harmony-rich; lifts-mood; sophisticated-groove; cultural-moment; non-danceable-standalone; layer-friendly
/Volumes/T7 Shield/3000AD/alldj_stem_separated/It's Only Love_(Instrumental).flac,it s only love ( ),0.860,rock-classic; nostalgic-hit; timeless-classic; vocal-magic; harmonic-surprise; lifts-mood; bridge-element; warm-up; warm-analog; key-adaptable; sing-along-potential; emotional-depth; crowd-pleaser
/Volumes/T7 Shield/3000AD/alldj_stem_separated/It's Your Move_(Vocals).flac,it's your move,1.000,nostalgic-hit; vocal-magic; sophisticated-groove; warm-analog; timeless-classic; body-mover; layer-friendly; warm-up; maintains-vibe; sustainer; melodic-overlay; harmonic-surprise; lush
/Volumes/T7 Shield/3000AD/alldj_stem_separated/It's Your Move_(Instrumental).flac,it's your move,1.000,nostalgic-hit; vocal-magic; sophisticated-groove; warm-analog; timeless-classic; body-mover; layer-friendly; warm-up; maintains-vibe; sustainer; melodic-overlay; harmonic-surprise; lush
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Jack_(Vocals).flac,jack ( ),0.617,electronic-dance; rhythmic-foundation; instant-impact; retro-modern; drop-heavy; vocal-chopped; mainstream-crossover; lifts-mood; punchy-dynamics; instant-dancefloor; beatmatched-friendly; loop-gold; hands-up-moment
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Jack_(Instrumental).flac,jack ( ),0.617,electronic-dance; rhythmic-foundation; instant-impact; retro-modern; drop-heavy; vocal-chopped; mainstream-crossover; lifts-mood; punchy-dynamics; instant-dancefloor; beatmatched-friendly; loop-gold; hands-up-moment
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Jacquadi_(Vocals).flac,jacquadi,1.000,electronic-dance; warm-analog; body-mover; lifts-mood; rhythmic-foundation; retro-modern; layer-friendly; beatmatched-friendly; sustainer; crowd-pleaser; lush; cultural-bridge; warm-up
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Jacquadi_(Instrumental).flac,jacquadi,1.000,electronic-dance; warm-analog; body-mover; lifts-mood; rhythmic-foundation; retro-modern; layer-friendly; beatmatched-friendly; sustainer; crowd-pleaser; lush; cultural-bridge; warm-up
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Jamming_(Vocals).flac,jamming,1.000,timeless-classic; warm-analog; vocal-prominent; rhythmic-foundation; sustainer; lifts-mood; sing-along-potential; smooth-transitions; world-fusion; nostalgic-hit; layer-friendly; body-mover; generational-bridge
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Jamming_(Instrumental).flac,jamming,1.000,timeless-classic; warm-analog; vocal-prominent; rhythmic-foundation; sustainer; lifts-mood; sing-along-potential; smooth-transitions; world-fusion; nostalgic-hit; layer-friendly; body-mover; generational-bridge
/Volumes/T7 Shield/3000AD/alldj_stem_separated/January_(Vocals).flac,january,1.000,sophisticated-groove; vocal-magic; rhythmic-hypnosis; retro-modern; maintains-vibe; sustainer; warm-up; layer-friendly; crisp-digital; electronic-dance; body-mover; beatmatched-friendly; energy-sustainer
/Volumes/T7 Shield/3000AD/alldj_stem_separated/January_(Instrumental).flac,january,1.000,sophisticated-groove; vocal-magic; rhythmic-hypnosis; retro-modern; maintains-vibe; sustainer; warm-up; layer-friendly; crisp-digital; electronic-dance; body-mover; beatmatched-friendly; energy-sustainer
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Japan_(Vocals).flac,japan,1.000,textural-beauty; rhythmic-hypnosis; instrumental; retro-modern; lifts-mood; warm-up; layer-friendly; loop-gold; lo-fi; steady; electronic-ambient; background-perfect; sustainer; warm-analog
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Japan_(Instrumental).flac,japan,1.000,textural-beauty; rhythmic-hypnosis; instrumental; retro-modern; lifts-mood; warm-up; layer-friendly; loop-gold; lo-fi; steady; electronic-ambient; background-perfect; sustainer; warm-analog
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Jealous Guy (1)_(Vocals).flac,jealous guy ( ),0.613,emotional-depth; vocal-magic; nostalgic-hit; timeless-classic; boomer-classic; slow-burn; emotional-peak; sing-along-potential; non-danceable-standalone; warm-analog; remaster; adds-depth; fade-outro; texture-add
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Jealous Guy (1)_(Instrumental).flac,jealous guy ( ),0.613,emotional-depth; vocal-magic; nostalgic-hit; timeless-classic; boomer-classic; slow-burn; emotional-peak; sing-along-potential; non-danceable-standalone; warm-analog; remaster; adds-depth; fade-outro; texture-add
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Jealous Guy_(Vocals).flac,jealous guy ( ),0.788,emotional-depth; vocal-magic; nostalgic-hit; timeless-classic; boomer-classic; slow-burn; emotional-peak; sing-along-potential; non-danceable-standalone; warm-analog; remaster; adds-depth; fade-outro; texture-add
